time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
260414-173707,0,"[True, True, True, True]",12,"[6, 7, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260414-173707,1,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173710,1,"[True, True, True, True]",7,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260414-173710,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173733,2,"[False, True, True, False]",12,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['S', 10]",backwards,NA,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173738,3,"[True, True, True, True]",17,"[6, 11, 13, 15, 16, 18, 20, 21, 22]","['S', 10]",backwards,260414-173738,3,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173742,4,"[True, True, True, True]",22,"[6, 11, 13, 15, 16, 18, 20, 21]","['S', 10]",backwards,260414-173742,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173808,5,"[True, False, True, False]",21,"[6, 11, 13, 15, 16, 18, 20]","['W', 11]",left,260414-173808,5,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173812,6,"[True, False, True, True]",20,"[6, 11, 13, 15, 16, 18]","['W', 11]",left,260414-173812,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173838,7,"[True, False, False, True]",21,"[6, 11, 13, 15, 16, 18]","['E', 14]",right,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173842,8,"[True, False, True, True]",22,"[6, 11, 13, 15, 16, 18]","['E', 14]",right,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
260414-173900,9,"[True, False, True, False]",17,"[6, 11, 13, 15, 16, 18]","['N', 2]",forwards,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.091, 'S': 0.08399999999999999, 'W': 0.08539999999999999, 'E': 0.0924}"
